Day,Open,High,Low,Close,Volume
63,	4356.32,	4417.35,	4222.62,	4410.13,	5172540000.00
62,	4471.38,	4494.52,	4395.34,	4397.94,	3945810000.00
61,	4547.35,	4602.11,	4477.95,	4482.73,	3473060000.00
60,	4588.03,	4611.55,	4530.2,	4532.76,	3387370000.00
59,	4632.24,	4632.24,	4568.7,	4577.11,	3324960000.00
58,	4637.99,	4665.13,	4614.75,	4662.85,	3483530000.00
57,	4733.56,	4744.13,	4650.29,	4659.03,	3539830000.00
56,	4728.59,	4748.83,	4706.71,	4726.35,	3060040000.00
55,	4669.14,	4714.13,	4638.27,	4713.07,	3421600000.00
54,	4655.34,	4673.02,	4582.24,	4670.29,	3621800000.00
53,	4697.66,	4707.95,	4662.74,	4677.03,	3279870000.00
52,	4693.39,	4725.01,	4671.26,	4696.05,	3371250000.00
51,	4787.99,	4797.7,	4699.44,	4700.58,	3733540000.00
50,	4804.51,	4818.62,	4774.27,	4793.54,	3641050000.00
49,	4778.14,	4796.64,	4758.17,	4796.56,	2775190000.00
48,	4775.21,	4786.83,	4765.75,	4766.18,	2446190000.00
47,	4794.23,	4808.93,	4775.33,	4778.73,	2390990000.00
46,	4788.64,	4804.06,	4778.08,	4793.06,	2369370000.00
45,	4795.49,	4807.02,	4780.04,	4786.35,	2217050000.00
44,	4733.99,	4791.49,	4733.99,	4791.19,	2264120000.00
43,	4703.96,	4740.74,	4703.96,	4725.79,	2194630000.00
42,	4650.36,	4697.67,	4645.53,	4696.56,	2439570000.00
41,	4594.96,	4651.14,	4583.16,	4649.23,	2564370000.00
40,	4587.9,	4587.9,	4531.1,	4568.02,	3395780000.00
39,	4652.5,	4666.7,	4600.22,	4620.64,	5609780000.00
38,	4719.13,	4731.99,	4651.89,	4668.67,	3592810000.00
37,	4636.46,	4712.6,	4611.22,	4709.85,	3367580000.00
36,	4642.99,	4660.47,	4606.52,	4634.09,	3292740000.00
35,	4710.3,	4710.3,	4667.6,	4668.97,	3322050000.00
34,	4687.64,	4713.57,	4670.24,	4712.02,	2858310000.00
33,	4691,	4695.26,	4665.98,	4667.45,	2851660000.00
32,	4690.86,	4705.06,	4674.52,	4701.21,	3061550000.00
31,	4631.97,	4694.04,	4631.97,	4686.75,	3334320000.00
30,	4548.37,	4612.6,	4540.51,	4591.67,	3305690000.00
29,	4589.49,	4608.03,	4495.12,	4538.43,	3971500000.00
28,	4504.73,	4595.46,	4504.73,	4577.1,	3771510000.00
27,	4602.82,	4652.94,	4510.27,	4513.04,	4078260000.00
26,	4640.25,	4646.02,	4560,	4567,	4950190000.00
25,	4628.75,	4672.95,	4625.26,	4655.27,	3471380000.00
24,	4664.63,	4664.63,	4585.43,	4594.62,	2676740000.00
23,	4675.78,	4702.87,	4659.89,	4701.46,	2464040000.00
22,	4678.48,	4699.39,	4652.66,	4690.7,	3428780000.00
21,	4712,	4743.83,	4682.17,	4682.94,	3206280000.00
20,	4708.44,	4717.75,	4694.22,	4697.96,	3265600000.00
19,	4700.72,	4708.8,	4672.78,	4704.54,	3335620000.00
18,	4701.5,	4701.5,	4684.41,	4688.67,	3221250000.00
17,	4679.42,	4714.95,	4679.42,	4700.9,	2838210000.00
16,	4689.3,	4697.42,	4672.86,	4682.8,	2618980000.00
15,	4655.24,	4688.47,	4650.77,	4682.85,	2865790000.00
14,	4659.39,	4664.55,	4648.31,	4649.27,	2623140000.00
